meter_id,contract_id,meter_type,voltage,status,location,latitude,longitude
13306,2662,single-phase,,active,Thanh Hóa,19.8067,105.7852
13311,2663,single-phase,,active,Đà Nẵng,16.0544,108.2022
13316,2664,single-phase,,active,Hải Dương,20.9373,106.3146
13321,2665,single-phase,,active,Lai Châu,22.3862,103.4703
13326,2666,single-phase,,active,Điện Biên,21.4064,103.0322
13331,2667,single-phase,,active,Đồng Tháp,10.4938,105.6882
13336,2668,single-phase,,active,Quảng Ninh,21.0064,107.2925
13341,2669,single-phase,,active,Yên Bái,21.7168,104.8986
13346,2670,single-phase,,active,Đắk Nông,12.2646,107.6098
13351,2671,single-phase,,active,Hà Nội,21.0278,105.8342
13356,2672,single-phase,,active,Quảng Bình,17.6103,106.3487
13361,2673,single-phase,,active,Lâm Đồng,11.5753,108.1429
13366,2674,single-phase,,active,Đồng Nai,11.0686,107.1676
13371,2675,single-phase,,active,Phú Yên,13.0882,109.0929
13376,2676,single-phase,,active,Quảng Trị,16.7943,106.9634
13381,2677,single-phase,,active,Tây Ninh,11.3352,106.1099
13386,2678,single-phase,,active,Quảng Bình,17.6103,106.3487
13391,2679,single-phase,,active,Lai Châu,22.3862,103.4703
13396,2680,single-phase,,active,Ninh Bình,20.2506,105.9745
13401,2681,single-phase,,active,Sóc Trăng,9.6025,105.9739
13406,2682,single-phase,,active,Hải Dương,20.9373,106.3146
13411,2683,single-phase,,active,Sóc Trăng,9.6025,105.9739
13416,2684,single-phase,,active,Kon Tum,14.3497,108.0005
13421,2685,single-phase,,active,Hòa Bình,20.8275,105.3391
13426,2686,single-phase,,active,Yên Bái,21.7168,104.8986
13431,2687,single-phase,,active,Sơn La,21.3269,103.9144
13436,2688,single-phase,,active,Cà Mau,9.1527,105.1961
13441,2689,single-phase,,active,Hưng Yên,20.6547,106.0578
13446,2690,single-phase,,active,Hải Phòng,20.8449,106.6881
13451,2691,single-phase,,active,Hà Nam,20.5835,105.923
13456,2692,single-phase,,active,Bình Dương,11.3254,106.477
13461,2693,single-phase,,active,Bắc Kạn,22.1443,105.8345
13466,2694,single-phase,,active,Hà Tĩnh,18.342,105.8923
13471,2695,single-phase,,active,Hòa Bình,20.8275,105.3391
13476,2696,single-phase,,active,Bắc Giang,21.282,106.1975
13481,2697,single-phase,,active,Phú Yên,13.0882,109.0929
13486,2698,single-phase,,active,Thanh Hóa,19.8067,105.7852
13491,2699,single-phase,,active,Vĩnh Long,10.2396,105.9572
13496,2700,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
13501,2701,single-phase,,active,Điện Biên,21.4064,103.0322
13506,2702,single-phase,,active,Tây Ninh,11.3352,106.1099
13511,2703,single-phase,,active,Bình Định,13.886,109.1077
13516,2704,single-phase,,active,Ninh Bình,20.2506,105.9745
13521,2705,single-phase,,active,Kon Tum,14.3497,108.0005
13526,2706,single-phase,,active,Quảng Bình,17.6103,106.3487
13531,2707,single-phase,,active,Yên Bái,21.7168,104.8986
13536,2708,single-phase,,active,Gia Lai,13.8079,108.1094
13541,2709,single-phase,,active,Đà Nẵng,16.0544,108.2022
13546,2710,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
13551,2711,single-phase,,active,Cà Mau,9.1527,105.1961
13556,2712,single-phase,,active,Lạng Sơn,21.8537,106.7615
13561,2713,single-phase,,active,Đồng Tháp,10.4938,105.6882
13566,2714,single-phase,,active,Hòa Bình,20.8275,105.3391
13571,2715,single-phase,,active,Lạng Sơn,21.8537,106.7615
13576,2716,single-phase,,active,Yên Bái,21.7168,104.8986
13581,2717,single-phase,,active,Quảng Trị,16.7943,106.9634
13586,2718,single-phase,,active,Hậu Giang,9.7579,105.6413
13591,2719,single-phase,,active,Ninh Thuận,11.6739,108.863
13596,2720,single-phase,,active,Hà Giang,22.8026,104.9784
13601,2721,single-phase,,active,An Giang,10.5216,105.1259
13606,2722,single-phase,,active,Hải Dương,20.9373,106.3146
13611,2723,single-phase,,active,Hà Nam,20.5835,105.923
13616,2724,single-phase,,active,Cà Mau,9.1527,105.1961
13621,2725,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
13626,2726,single-phase,,active,Lạng Sơn,21.8537,106.7615
13631,2727,single-phase,,active,Hà Nam,20.5835,105.923
13636,2728,single-phase,,active,Lào Cai,22.4809,103.9755
13641,2729,single-phase,,active,Bình Dương,11.3254,106.477
13646,2730,single-phase,,active,Phú Thọ,21.422,105.2297
13651,2731,single-phase,,active,Long An,10.6956,106.2431
13656,2732,single-phase,,active,Long An,10.6956,106.2431
13661,2733,single-phase,,active,Sơn La,21.3269,103.9144
13666,2734,single-phase,,active,Đắk Nông,12.2646,107.6098
13671,2735,single-phase,,active,Quảng Nam,15.5394,108.0191
13676,2736,single-phase,,active,Bình Phước,11.7512,106.7235
13681,2737,single-phase,,active,Thanh Hóa,19.8067,105.7852
13686,2738,single-phase,,active,Tuyên Quang,21.7767,105.228
13691,2739,single-phase,,active,Hòa Bình,20.8275,105.3391
13696,2740,single-phase,,active,Ninh Bình,20.2506,105.9745
13701,2741,single-phase,,active,Trà Vinh,9.9513,106.3346
13706,2742,single-phase,,active,Thanh Hóa,19.8067,105.7852
13711,2743,single-phase,,active,Kiên Giang,9.825,105.1259
13716,2744,single-phase,,active,Bắc Kạn,22.1443,105.8345
13721,2745,single-phase,,active,Kon Tum,14.3497,108.0005
13726,2746,single-phase,,active,Bình Dương,11.3254,106.477
13731,2747,single-phase,,active,Quảng Ninh,21.0064,107.2925
13736,2748,single-phase,,active,Thanh Hóa,19.8067,105.7852
13741,2749,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
13746,2750,single-phase,,active,Bình Định,13.886,109.1077
13751,2751,single-phase,,active,Hải Dương,20.9373,106.3146
13756,2752,single-phase,,active,Ninh Bình,20.2506,105.9745
13761,2753,single-phase,,active,Quảng Ngãi,15.1214,108.8044
13766,2754,single-phase,,active,Thanh Hóa,19.8067,105.7852
13771,2755,single-phase,,active,Hậu Giang,9.7579,105.6413
13776,2756,single-phase,,active,Đắk Nông,12.2646,107.6098
13781,2757,single-phase,,active,Bình Định,13.886,109.1077
13786,2758,single-phase,,active,Bình Thuận,11.0904,108.0721
13791,2759,single-phase,,active,An Giang,10.5216,105.1259
13796,2760,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
13801,2761,single-phase,,active,Quảng Bình,17.6103,106.3487
13806,2762,single-phase,,active,Tuyên Quang,21.7767,105.228
13811,2763,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
13816,2764,single-phase,,active,Đắk Lắk,12.71,108.2378
13821,2765,single-phase,,active,Tuyên Quang,21.7767,105.228
13826,2766,single-phase,,active,Lạng Sơn,21.8537,106.7615
13831,2767,single-phase,,active,Yên Bái,21.7168,104.8986
13836,2768,single-phase,,active,Sơn La,21.3269,103.9144
13841,2769,single-phase,,active,Sơn La,21.3269,103.9144
13846,2770,single-phase,,active,Bình Thuận,11.0904,108.0721
13851,2771,single-phase,,active,Lai Châu,22.3862,103.4703
13856,2772,single-phase,,active,An Giang,10.5216,105.1259
13861,2773,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
13866,2774,single-phase,,active,Hưng Yên,20.6547,106.0578
13871,2775,single-phase,,active,Ninh Bình,20.2506,105.9745
13876,2776,single-phase,,active,Tiền Giang,10.4493,106.3421
13881,2777,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
13886,2778,single-phase,,active,Đà Nẵng,16.0544,108.2022
13891,2779,single-phase,,active,Cần Thơ,10.0452,105.7469
13896,2780,single-phase,,active,Hà Giang,22.8026,104.9784
13901,2781,single-phase,,active,Đồng Nai,11.0686,107.1676
13906,2782,single-phase,,active,Trà Vinh,9.9513,106.3346
13911,2783,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
13916,2784,single-phase,,active,Bắc Ninh,21.1782,106.071
13921,2785,single-phase,,active,Điện Biên,21.4064,103.0322
13926,2786,single-phase,,active,Tây Ninh,11.3352,106.1099
13931,2787,single-phase,,active,Cần Thơ,10.0452,105.7469
13936,2788,single-phase,,active,Hưng Yên,20.6547,106.0578
13941,2789,single-phase,,active,Hải Dương,20.9373,106.3146
13946,2790,single-phase,,active,Bắc Ninh,21.1782,106.071
13951,2791,single-phase,,active,Cà Mau,9.1527,105.1961
13956,2792,single-phase,,active,Thanh Hóa,19.8067,105.7852
13961,2793,single-phase,,active,Tiền Giang,10.4493,106.3421
13966,2794,single-phase,,active,Kon Tum,14.3497,108.0005
13971,2795,single-phase,,active,Yên Bái,21.7168,104.8986
13976,2796,single-phase,,active,Cà Mau,9.1527,105.1961
13981,2797,single-phase,,active,Cao Bằng,22.6666,106.264
13986,2798,single-phase,,active,Bình Thuận,11.0904,108.0721
13991,2799,single-phase,,active,Sơn La,21.3269,103.9144
13996,2800,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
14001,2801,single-phase,,active,Quảng Trị,16.7943,106.9634
14006,2802,single-phase,,active,Tây Ninh,11.3352,106.1099
14011,2803,single-phase,,active,Gia Lai,13.8079,108.1094
14016,2804,single-phase,,active,Cao Bằng,22.6666,106.264
14021,2805,single-phase,,active,Lâm Đồng,11.5753,108.1429
14026,2806,single-phase,,active,An Giang,10.5216,105.1259
14031,2807,single-phase,,active,Thái Nguyên,21.5672,105.8252
14036,2808,single-phase,,active,Hà Nam,20.5835,105.923
14041,2809,single-phase,,active,Hòa Bình,20.8275,105.3391
14046,2810,single-phase,,active,Sơn La,21.3269,103.9144
14051,2811,single-phase,,active,Sóc Trăng,9.6025,105.9739
14056,2812,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
14061,2813,single-phase,,active,Đắk Nông,12.2646,107.6098
14066,2814,single-phase,,active,Bắc Giang,21.282,106.1975
14071,2815,single-phase,,active,Bắc Giang,21.282,106.1975
14076,2816,single-phase,,active,Hà Nam,20.5835,105.923
14081,2817,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
14086,2818,single-phase,,active,Bình Phước,11.7512,106.7235
14091,2819,single-phase,,active,Hà Nam,20.5835,105.923
14096,2820,single-phase,,active,Bình Thuận,11.0904,108.0721
14101,2821,single-phase,,active,Khánh Hòa,12.2585,109.0526
14106,2822,single-phase,,active,Tây Ninh,11.3352,106.1099
14111,2823,single-phase,,active,Quảng Trị,16.7943,106.9634
14116,2824,single-phase,,active,Ninh Bình,20.2506,105.9745
14121,2825,single-phase,,active,Ninh Bình,20.2506,105.9745
14126,2826,single-phase,,active,Bến Tre,10.2434,106.3756
14131,2827,single-phase,,active,Hà Nội,21.0278,105.8342
14136,2828,single-phase,,active,Yên Bái,21.7168,104.8986
14141,2829,single-phase,,active,Bình Dương,11.3254,106.477
14146,2830,single-phase,,active,Gia Lai,13.8079,108.1094
14151,2831,single-phase,,active,Nghệ An,19.2342,104.92
14156,2832,single-phase,,active,Cà Mau,9.1527,105.1961
14161,2833,single-phase,,active,Quảng Trị,16.7943,106.9634
14166,2834,single-phase,,active,Gia Lai,13.8079,108.1094
14171,2835,single-phase,,active,Nghệ An,19.2342,104.92
14176,2836,single-phase,,active,Tiền Giang,10.4493,106.3421
14181,2837,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
14186,2838,single-phase,,active,Hậu Giang,9.7579,105.6413
14191,2839,single-phase,,active,Tuyên Quang,21.7767,105.228
14196,2840,single-phase,,active,An Giang,10.5216,105.1259
14201,2841,single-phase,,active,Gia Lai,13.8079,108.1094
14206,2842,single-phase,,active,Quảng Ngãi,15.1214,108.8044
14211,2843,single-phase,,active,Lạng Sơn,21.8537,106.7615
14216,2844,single-phase,,active,Thái Nguyên,21.5672,105.8252
14221,2845,single-phase,,active,Hải Phòng,20.8449,106.6881
14226,2846,single-phase,,active,Tuyên Quang,21.7767,105.228
14231,2847,single-phase,,active,Bình Dương,11.3254,106.477
14236,2848,single-phase,,active,Đồng Tháp,10.4938,105.6882
14241,2849,single-phase,,active,Hà Tĩnh,18.342,105.8923
14246,2850,single-phase,,active,Lâm Đồng,11.5753,108.1429
14251,2851,single-phase,,active,Sơn La,21.3269,103.9144
14256,2852,single-phase,,active,Hà Giang,22.8026,104.9784
14261,2853,single-phase,,active,Lào Cai,22.4809,103.9755
14266,2854,single-phase,,active,Vĩnh Long,10.2396,105.9572
14271,2855,single-phase,,active,Đắk Nông,12.2646,107.6098
14276,2856,single-phase,,active,Lạng Sơn,21.8537,106.7615
14281,2857,single-phase,,active,Tuyên Quang,21.7767,105.228
14286,2858,single-phase,,active,Lai Châu,22.3862,103.4703
14291,2859,single-phase,,active,Yên Bái,21.7168,104.8986
14296,2860,single-phase,,active,Quảng Ninh,21.0064,107.2925
14301,2861,single-phase,,active,Đà Nẵng,16.0544,108.2022
14306,2862,single-phase,,active,Khánh Hòa,12.2585,109.0526
14311,2863,single-phase,,active,Đắk Lắk,12.71,108.2378
14316,2864,single-phase,,active,Bình Thuận,11.0904,108.0721
14321,2865,single-phase,,active,Cà Mau,9.1527,105.1961
14326,2866,single-phase,,active,Thanh Hóa,19.8067,105.7852
14331,2867,single-phase,,active,Nam Định,20.4388,106.1621
14336,2868,single-phase,,active,Hòa Bình,20.8275,105.3391
14341,2869,single-phase,,active,Đà Nẵng,16.0544,108.2022
14346,2870,single-phase,,active,Đồng Nai,11.0686,107.1676
14351,2871,single-phase,,active,Điện Biên,21.4064,103.0322
14356,2872,single-phase,,active,Thanh Hóa,19.8067,105.7852
14361,2873,single-phase,,active,Quảng Nam,15.5394,108.0191
14366,2874,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
14371,2875,single-phase,,active,Bắc Kạn,22.1443,105.8345
14376,2876,single-phase,,active,Hải Phòng,20.8449,106.6881
14381,2877,single-phase,,active,Cao Bằng,22.6666,106.264
14386,2878,single-phase,,active,Hậu Giang,9.7579,105.6413
14391,2879,single-phase,,active,Lai Châu,22.3862,103.4703
14396,2880,single-phase,,active,Lào Cai,22.4809,103.9755
14401,2881,single-phase,,active,Cà Mau,9.1527,105.1961
14406,2882,single-phase,,active,Đồng Tháp,10.4938,105.6882
14411,2883,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
14416,2884,single-phase,,active,Quảng Trị,16.7943,106.9634
14421,2885,single-phase,,active,Quảng Nam,15.5394,108.0191
14426,2886,single-phase,,active,Đà Nẵng,16.0544,108.2022
14431,2887,single-phase,,active,Yên Bái,21.7168,104.8986
14436,2888,single-phase,,active,Hòa Bình,20.8275,105.3391
14441,2889,single-phase,,active,Tuyên Quang,21.7767,105.228
14446,2890,single-phase,,active,Hậu Giang,9.7579,105.6413
14451,2891,single-phase,,active,Cao Bằng,22.6666,106.264
14456,2892,single-phase,,active,Lâm Đồng,11.5753,108.1429
14461,2893,single-phase,,active,Phú Yên,13.0882,109.0929
14466,2894,single-phase,,active,Tiền Giang,10.4493,106.3421
14471,2895,single-phase,,active,Bến Tre,10.2434,106.3756
14476,2896,single-phase,,active,Hậu Giang,9.7579,105.6413
14481,2897,single-phase,,active,Bắc Ninh,21.1782,106.071
14486,2898,single-phase,,active,Tây Ninh,11.3352,106.1099
14491,2899,single-phase,,active,Lai Châu,22.3862,103.4703
14496,2900,single-phase,,active,Bình Định,13.886,109.1077
14501,2901,single-phase,,active,Ninh Bình,20.2506,105.9745
14506,2902,single-phase,,active,Bạc Liêu,9.294,105.7216
14511,2903,single-phase,,active,Đà Nẵng,16.0544,108.2022
14516,2904,single-phase,,active,Kon Tum,14.3497,108.0005
14521,2905,single-phase,,active,Bình Phước,11.7512,106.7235
14526,2906,single-phase,,active,Bắc Kạn,22.1443,105.8345
14531,2907,single-phase,,active,Bến Tre,10.2434,106.3756
14536,2908,single-phase,,active,Thái Bình,20.4463,106.3366
14541,2909,single-phase,,active,Yên Bái,21.7168,104.8986
14546,2910,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
14551,2911,single-phase,,active,An Giang,10.5216,105.1259
14556,2912,single-phase,,active,Lai Châu,22.3862,103.4703
14561,2913,single-phase,,active,Quảng Trị,16.7943,106.9634
14566,2914,single-phase,,active,Đắk Nông,12.2646,107.6098
14571,2915,single-phase,,active,Tuyên Quang,21.7767,105.228
14576,2916,single-phase,,active,Hà Tĩnh,18.342,105.8923
14581,2917,single-phase,,active,Tuyên Quang,21.7767,105.228
14586,2918,single-phase,,active,Quảng Ninh,21.0064,107.2925
14591,2919,single-phase,,active,Tây Ninh,11.3352,106.1099
14596,2920,single-phase,,active,Lâm Đồng,11.5753,108.1429
14601,2921,single-phase,,active,Cao Bằng,22.6666,106.264
14606,2922,single-phase,,active,Bắc Giang,21.282,106.1975
14611,2923,single-phase,,active,Ninh Thuận,11.6739,108.863
14616,2924,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
14621,2925,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
14626,2926,single-phase,,active,Lào Cai,22.4809,103.9755
14631,2927,single-phase,,active,Sóc Trăng,9.6025,105.9739
14636,2928,single-phase,,active,Bình Thuận,11.0904,108.0721
14641,2929,single-phase,,active,Hà Nội,21.0278,105.8342
14646,2930,single-phase,,active,Vĩnh Long,10.2396,105.9572
14651,2931,single-phase,,active,Long An,10.6956,106.2431
14656,2932,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
14661,2933,single-phase,,active,Lâm Đồng,11.5753,108.1429
14666,2934,single-phase,,active,Bình Thuận,11.0904,108.0721
14671,2935,single-phase,,active,Cao Bằng,22.6666,106.264
14676,2936,single-phase,,active,Sơn La,21.3269,103.9144
14681,2937,single-phase,,active,Bắc Ninh,21.1782,106.071
14686,2938,single-phase,,active,Điện Biên,21.4064,103.0322
14691,2939,single-phase,,active,Bình Thuận,11.0904,108.0721
14696,2940,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
14701,2941,single-phase,,active,Ninh Bình,20.2506,105.9745
14706,2942,single-phase,,active,Bình Dương,11.3254,106.477
14711,2943,single-phase,,active,Đồng Tháp,10.4938,105.6882
14716,2944,single-phase,,active,Bến Tre,10.2434,106.3756
14721,2945,single-phase,,active,Bắc Kạn,22.1443,105.8345
14726,2946,single-phase,,active,Hậu Giang,9.7579,105.6413
14731,2947,single-phase,,active,Ninh Bình,20.2506,105.9745
14736,2948,single-phase,,active,Quảng Trị,16.7943,106.9634
14741,2949,single-phase,,active,Long An,10.6956,106.2431
14746,2950,single-phase,,active,Quảng Nam,15.5394,108.0191
14751,2951,single-phase,,active,Bạc Liêu,9.294,105.7216
14756,2952,single-phase,,active,Quảng Bình,17.6103,106.3487
14761,2953,single-phase,,active,Long An,10.6956,106.2431
14766,2954,single-phase,,active,Bình Phước,11.7512,106.7235
14771,2955,single-phase,,active,Lai Châu,22.3862,103.4703
14776,2956,single-phase,,active,Thái Bình,20.4463,106.3366
14781,2957,single-phase,,active,Sóc Trăng,9.6025,105.9739
14786,2958,single-phase,,active,Bắc Kạn,22.1443,105.8345
14791,2959,single-phase,,active,Long An,10.6956,106.2431
14796,2960,single-phase,,active,Bến Tre,10.2434,106.3756
14801,2961,single-phase,,active,Sóc Trăng,9.6025,105.9739
14806,2962,single-phase,,active,Cần Thơ,10.0452,105.7469
14811,2963,single-phase,,active,Bình Thuận,11.0904,108.0721
14816,2964,single-phase,,active,Bến Tre,10.2434,106.3756
14821,2965,single-phase,,active,Sơn La,21.3269,103.9144
14826,2966,single-phase,,active,Điện Biên,21.4064,103.0322
14831,2967,single-phase,,active,Long An,10.6956,106.2431
14836,2968,single-phase,,active,Tiền Giang,10.4493,106.3421
14841,2969,single-phase,,active,Quảng Ngãi,15.1214,108.8044
14846,2970,single-phase,,active,Thái Nguyên,21.5672,105.8252
14851,2971,single-phase,,active,Tuyên Quang,21.7767,105.228
14856,2972,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
14861,2973,single-phase,,active,Hưng Yên,20.6547,106.0578
14866,2974,single-phase,,active,Bắc Ninh,21.1782,106.071
14871,2975,single-phase,,active,Bà rịa Vũng Tàu,10.5417,107.243
14876,2976,single-phase,,active,Gia Lai,13.8079,108.1094
14881,2977,single-phase,,active,Hải Phòng,20.8449,106.6881
14886,2978,single-phase,,active,Ninh Bình,20.2506,105.9745
14891,2979,single-phase,,active,Khánh Hòa,12.2585,109.0526
14896,2980,single-phase,,active,Bình Thuận,11.0904,108.0721
14901,2981,single-phase,,active,Quảng Trị,16.7943,106.9634
14906,2982,single-phase,,active,Thái Nguyên,21.5672,105.8252
14911,2983,single-phase,,active,An Giang,10.5216,105.1259
14916,2984,single-phase,,active,Bình Phước,11.7512,106.7235
14921,2985,single-phase,,active,Hà Nam,20.5835,105.923
14926,2986,single-phase,,active,Vĩnh Phúc,21.3609,105.5474
14931,2987,single-phase,,active,Quảng Ngãi,15.1214,108.8044
14936,2988,single-phase,,active,Cao Bằng,22.6666,106.264
14941,2989,single-phase,,active,Sóc Trăng,9.6025,105.9739
14946,2990,single-phase,,active,Quảng Bình,17.6103,106.3487
14951,2991,single-phase,,active,Long An,10.6956,106.2431
14956,2992,single-phase,,active,An Giang,10.5216,105.1259
14961,2993,single-phase,,active,Hòa Bình,20.8275,105.3391
14966,2994,single-phase,,active,Quảng Bình,17.6103,106.3487
14971,2995,single-phase,,active,Hà Tĩnh,18.342,105.8923
14976,2996,single-phase,,active,Đồng Nai,11.0686,107.1676
14981,2997,single-phase,,active,Khánh Hòa,12.2585,109.0526
14986,2998,single-phase,,active,Đắk Lắk,12.71,108.2378
14991,2999,single-phase,,active,Tuyên Quang,21.7767,105.228
14996,3000,single-phase,,active,Điện Biên,21.4064,103.0322
15001,3001,single-phase,,active,Gia Lai,13.8079,108.1094
15006,3002,single-phase,,active,Thanh Hóa,19.8067,105.7852
15011,3003,single-phase,,active,Tiền Giang,10.4493,106.3421
15016,3004,single-phase,,active,Thái Nguyên,21.5672,105.8252
15021,3005,single-phase,,active,Bắc Kạn,22.1443,105.8345
15026,3006,single-phase,,active,Bạc Liêu,9.294,105.7216
15031,3007,single-phase,,active,Thái Nguyên,21.5672,105.8252
15036,3008,single-phase,,active,Long An,10.6956,106.2431
15041,3009,single-phase,,active,Kon Tum,14.3497,108.0005
15046,3010,single-phase,,active,Quảng Ngãi,15.1214,108.8044
15051,3011,single-phase,,active,Cà Mau,9.1527,105.1961
15056,3012,single-phase,,active,Thừa Thiên Huế,16.4674,107.5905
15061,3013,single-phase,,active,Yên Bái,21.7168,104.8986
15066,3014,single-phase,,active,Tiền Giang,10.4493,106.3421
15071,3015,single-phase,,active,Tiền Giang,10.4493,106.3421
15076,3016,single-phase,,active,Quảng Ninh,21.0064,107.2925
15081,3017,single-phase,,active,Đà Nẵng,16.0544,108.2022
15086,3018,single-phase,,active,Lai Châu,22.3862,103.4703
15091,3019,single-phase,,active,Bình Dương,11.3254,106.477
15096,3020,single-phase,,active,Hà Giang,22.8026,104.9784
15101,3021,single-phase,,active,Khánh Hòa,12.2585,109.0526
15106,3022,single-phase,,active,Bắc Ninh,21.1782,106.071
15111,3023,single-phase,,active,Bình Phước,11.7512,106.7235
15116,3024,single-phase,,active,Bình Phước,11.7512,106.7235
15121,3025,single-phase,,active,Long An,10.6956,106.2431
15126,3026,single-phase,,active,Ninh Bình,20.2506,105.9745
15131,3027,single-phase,,active,Hà Tĩnh,18.342,105.8923
15136,3028,single-phase,,active,Thái Bình,20.4463,106.3366
15141,3029,single-phase,,active,Vĩnh Long,10.2396,105.9572
15146,3030,single-phase,,active,Tây Ninh,11.3352,106.1099
15151,3031,single-phase,,active,Lào Cai,22.4809,103.9755
15156,3032,single-phase,,active,Hà Giang,22.8026,104.9784
15161,3033,single-phase,,active,Trà Vinh,9.9513,106.3346
15166,3034,single-phase,,active,Cao Bằng,22.6666,106.264
15171,3035,single-phase,,active,Hà Tĩnh,18.342,105.8923
15176,3036,single-phase,,active,Quảng Ninh,21.0064,107.2925
15181,3037,single-phase,,active,Bạc Liêu,9.294,105.7216
15186,3038,single-phase,,active,Hải Phòng,20.8449,106.6881
15191,3039,single-phase,,active,Nghệ An,19.2342,104.92
15196,3040,single-phase,,active,Sơn La,21.3269,103.9144
15201,3041,single-phase,,active,Yên Bái,21.7168,104.8986
15206,3042,single-phase,,active,Lai Châu,22.3862,103.4703
15211,3043,single-phase,,active,Bắc Kạn,22.1443,105.8345
15216,3044,single-phase,,active,Hà Nam,20.5835,105.923
15221,3045,single-phase,,active,Cao Bằng,22.6666,106.264
15226,3046,single-phase,,active,Cao Bằng,22.6666,106.264
15231,3047,single-phase,,active,Sóc Trăng,9.6025,105.9739
15236,3048,single-phase,,active,Lào Cai,22.4809,103.9755
15241,3049,single-phase,,active,Thái Nguyên,21.5672,105.8252
15246,3050,single-phase,,active,An Giang,10.5216,105.1259
15251,3051,single-phase,,active,Tây Ninh,11.3352,106.1099
15256,3052,single-phase,,active,Thái Bình,20.4463,106.3366
15261,3053,single-phase,,active,Đắk Nông,12.2646,107.6098
15266,3054,single-phase,,active,Hà Giang,22.8026,104.9784
15271,3055,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
15276,3056,single-phase,,active,Đắk Lắk,12.71,108.2378
15281,3057,single-phase,,active,Long An,10.6956,106.2431
15286,3058,single-phase,,active,Phú Yên,13.0882,109.0929
15291,3059,single-phase,,active,Yên Bái,21.7168,104.8986
15296,3060,single-phase,,active,Đắk Nông,12.2646,107.6098
15301,3061,single-phase,,active,Nghệ An,19.2342,104.92
15306,3062,single-phase,,active,Kiên Giang,9.825,105.1259
15311,3063,single-phase,,active,Cao Bằng,22.6666,106.264
15316,3064,single-phase,,active,Phú Yên,13.0882,109.0929
15321,3065,single-phase,,active,Tiền Giang,10.4493,106.3421
15326,3066,single-phase,,active,Hải Dương,20.9373,106.3146
15331,3067,single-phase,,active,Nam Định,20.4388,106.1621
15336,3068,single-phase,,active,Long An,10.6956,106.2431
15341,3069,single-phase,,active,Lai Châu,22.3862,103.4703
15346,3070,single-phase,,active,Đồng Nai,11.0686,107.1676
15351,3071,single-phase,,active,Thái Bình,20.4463,106.3366
15356,3072,single-phase,,active,Bạc Liêu,9.294,105.7216
15361,3073,single-phase,,active,Bắc Ninh,21.1782,106.071
15366,3074,single-phase,,active,Hà Giang,22.8026,104.9784
15371,3075,single-phase,,active,Hà Nam,20.5835,105.923
15376,3076,single-phase,,active,Lào Cai,22.4809,103.9755
15381,3077,single-phase,,active,Khánh Hòa,12.2585,109.0526
15386,3078,single-phase,,active,Đắk Nông,12.2646,107.6098
15391,3079,single-phase,,active,Phú Thọ,21.422,105.2297
15396,3080,single-phase,,active,Bến Tre,10.2434,106.3756
15401,3081,single-phase,,active,Đắk Nông,12.2646,107.6098
15406,3082,single-phase,,active,Ninh Bình,20.2506,105.9745
15411,3083,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
15416,3084,single-phase,,active,Ninh Thuận,11.6739,108.863
15421,3085,single-phase,,active,Khánh Hòa,12.2585,109.0526
15426,3086,single-phase,,active,Lâm Đồng,11.5753,108.1429
15431,3087,single-phase,,active,Đắk Lắk,12.71,108.2378
15436,3088,single-phase,,active,Tuyên Quang,21.7767,105.228
15441,3089,single-phase,,active,Hậu Giang,9.7579,105.6413
15446,3090,single-phase,,active,Tây Ninh,11.3352,106.1099
15451,3091,single-phase,,active,Tiền Giang,10.4493,106.3421
15456,3092,single-phase,,active,Bình Thuận,11.0904,108.0721
15461,3093,single-phase,,active,Bình Dương,11.3254,106.477
15466,3094,single-phase,,active,TP. Hồ Chí Minh,10.8231,106.6297
15471,3095,single-phase,,active,Điện Biên,21.4064,103.0322
15476,3096,single-phase,,active,Bình Phước,11.7512,106.7235
15481,3097,single-phase,,active,Ninh Bình,20.2506,105.9745
15486,3098,single-phase,,active,Ninh Bình,20.2506,105.9745
15491,3099,single-phase,,active,Hưng Yên,20.6547,106.0578
